,text,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment_encoded,sentiment_textblob
9067,"beat aye music hall. babyy, im cinnamon beat apple apple jacks.",neutral,21,98,3.9,8,0,0,0,1,neutral
9068,matt.,neutral,2,10,4.5,0,0,0,0,1,neutral
9069,sad...sorry hear that. sweet dog.,negative,12,51,4.0,4,0,0,0,0,positive
9070,waiting bus back cripple creek pick twizzler town seems kinda quiet tonite *rolynn719*,neutral,22,112,4.7894736842105265,6,0,0,0,1,neutral
9071,fine thanks! guys dont quakes there?,positive,14,60,3.9166666666666665,5,0,0,0,2,positive
9072,sad new sb6 cd`s nicked,negative,8,34,3.375,2,0,0,1,0,negative
9073,hahahaha! laughed **** now. thanks,positive,10,49,4.444444444444445,4,0,0,0,2,positive
9074,a know feeling!!,neutral,5,33,7.25,1,0,0,0,1,neutral
9075,that`s share links twitter  view stats ,neutral,21,127,5.631578947368421,10,0,0,0,1,neutral
9076,lucky belong,positive,6,26,3.5,4,0,0,0,2,positive
9077,went eastgardens saw lot hillsong pastors im nicks dinner. cant wait talk soon,positive,26,124,3.96,10,0,0,0,2,neutral
9078,"haha, nice! ;) thanks letting know!",positive,9,43,4.375,2,0,0,0,2,positive
9079, she`s festive aint` hehe,positive,8,58,6.375,2,0,0,0,2,neutral
9080,yeah,neutral,4,11,2.6666666666666665,2,0,0,0,1,neutral
9081,"sooo, spent sitting home front computer pajamas...i love days.",positive,21,104,4.0,10,0,0,1,2,positive
9082,tried help,positive,5,16,3.0,2,0,0,0,2,neutral
9083,oh phew scared me. wont access im mexico,negative,15,64,3.5714285714285716,4,0,0,2,0,neutral
9084,anyone there? please say hello feeling lonely,negative,11,55,4.5,0,0,0,0,0,negative
9085,i.m u internet surfing part lol we.re drinking,neutral,13,63,4.25,4,0,0,0,1,positive
9086,nice! days today wish garden,positive,12,50,3.5454545454545454,3,0,0,1,2,positive
9087,"nope, re-reading again. offense meant",neutral,14,57,4.888888888888889,3,0,0,0,1,neutral
9088,follow friday rickbaker24 6 friends,neutral,8,47,5.0,3,0,1,0,1,neutral
9089,happy meal b.o.b. toy ,positive,7,50,7.333333333333333,0,0,0,1,2,positive
9090,falling nick,negative,7,32,3.7142857142857144,5,0,0,0,0,neutral
9091,"woke really late today. breakfast. planning stay home, watch tv shows nothing. eat too.",neutral,20,109,4.5,5,0,0,1,1,negative
9092,turn closed caption ... read watch animal planet tiime.,neutral,19,93,4.166666666666667,8,0,0,0,1,negative
9093,wishing mommies happy mother`s,positive,8,44,4.625,3,0,0,0,2,positive
9094,****...plans canceled.....another friday night home,neutral,7,59,7.571428571428571,2,0,0,0,1,neutral
9095,"mustv`e read mind. going, thunderstorming pick boys bus stop",neutral,25,117,3.875,9,0,0,4,1,neutral
9096,too! please come online *-* hope you`ve amazing weekend,positive,13,66,4.5,2,0,0,2,2,positive
9097,sunny feel really well today! yippeee!,positive,10,50,4.555555555555555,1,0,0,1,2,positive
9098,feeling bad flu. yes. bad. flu.,negative,11,48,3.4545454545454546,3,0,0,0,0,negative
9099,"buenos dias! sweet, thank",positive,8,39,4.571428571428571,2,0,0,0,2,positive
9100,eat sandwhich since guys meeting. sushi brag about.,neutral,16,77,3.875,6,0,0,0,1,neutral
9101,guesss,neutral,3,9,3.5,1,0,0,0,1,neutral
9102,watch point. hd stace also wants see hd waiting,neutral,23,95,3.3181818181818183,11,0,0,1,1,positive
9103,thank u!!! u kno ppl already look @ chest ne ways might well give somethng throw off! lol!,positive,24,110,3.782608695652174,5,0,0,1,2,positive
9104,"microeconomics project ihate subject & beside english ilets exam tomorrow, waaa ,help !!",negative,24,129,4.608695652173913,10,0,0,2,0,negative
9105,finished watching terminator. music nothing great,negative,11,72,5.636363636363637,3,0,0,0,0,positive
9106,hey there?oyy geas sleep...,neutral,10,43,4.25,4,0,0,0,1,neutral
9107,"thankies! btw, part scotland live in? never visit uk lived europe",neutral,25,111,3.625,10,0,0,3,1,positive
9108,awesome ronin121,positive,3,17,7.5,0,0,0,1,2,positive
9109,"no, yet 3 weeks left!! :o summer holidays now?",neutral,17,71,3.6666666666666665,6,0,1,1,1,positive
9110,saw ghost girlfriends past actually really cute total chick flick. mattew mcconaughey smexy,positive,21,116,4.8,6,0,0,0,2,positive
9111,"he`s hard please, methinks picture head fine",positive,16,72,4.071428571428571,7,0,0,0,2,positive
9112,thanks little girl loves animals `oohs` `aahs` cute!,positive,19,89,4.4375,7,0,0,0,2,positive
9113,life boring without,negative,6,29,4.0,3,0,0,0,0,negative
9114,"hi man, yeah wanna go, maui #liloven",negative,14,54,3.4166666666666665,3,1,0,1,0,neutral
9115,morning tweeters... happy monday! grab big cup coffee new week,positive,16,80,4.333333333333333,3,0,0,0,2,positive
9116,happy mothers mi.. mothers there. thanks .. whatever,positive,22,103,4.1,11,0,0,1,2,positive
9117,happy mum`s day! kinduhh major crush alex johnson cab,positive,15,74,4.0,6,0,0,0,2,positive
9118,won`t leave alone accept appology,positive,11,53,4.3,4,0,0,1,2,neutral
9119,"lost friends, didnt anything",negative,8,40,4.125,4,0,0,0,0,neutral
9120,oh see today?? hehe,neutral,13,47,3.5,6,0,0,0,1,neutral
9121,hey everyone! mixed first single....! 'why r u' ...i`m sooo excited!,positive,18,83,4.714285714285714,2,0,0,3,2,positive
9122,watching parental control,neutral,7,33,5.4,1,0,0,1,1,neutral
9123,unc budget cuts may rise 18% ,neutral,11,60,6.25,1,0,0,1,1,neutral
9124,"garden. making pictures, weed sweep. weather nice!! see l8ter people!",positive,17,94,4.588235294117647,5,0,0,0,2,positive
9125,"look, following you!",neutral,5,25,5.25,0,0,0,0,1,neutral
9126,done exams...now focusing summer school...dayuumm life`s hard,negative,9,69,6.777777777777778,1,0,0,0,0,negative
9127,feel princess. love lingerie parties!,positive,10,49,4.444444444444445,3,0,0,0,2,positive
9128,someone bought domain planned buying yesterday ****,negative,11,65,5.0,4,0,0,0,0,neutral
9129,software use design sites? cs student currently hard code everything. fastest way...,negative,24,125,4.434782608695652,7,0,0,2,0,negative
9130,definately paris week. job certainly,neutral,19,85,3.7222222222222223,11,0,0,1,1,positive
9131,bigi & tokyo fashion spree tmr check sih web ^____^,neutral,13,63,4.25,2,0,0,1,1,neutral
9132,le mont`s door ..it`s closed maybe rich passed pairung well,neutral,17,80,4.266666666666667,5,0,0,0,1,positive
9133,taking brother airport gym.,neutral,9,43,4.375,3,0,0,0,1,neutral
9134,"_company hey kathy, happy mother`s day!",positive,6,39,5.666666666666667,0,0,0,0,2,positive
9135,"actually, friend gave files today! lol cda files... u know convert mp3?",neutral,25,118,3.9166666666666665,12,0,0,2,1,positive
9136,"boom, will, boom! saw movie last night really enjoyed",positive,16,74,3.933333333333333,5,0,0,0,2,positive
9137,sleepy earlier didnt see matt,neutral,12,52,3.4166666666666665,5,0,0,1,1,neutral
9138,blip misconstrued qs last night`s convo... song really love & rocks morning,positive,26,122,3.88,11,0,0,1,2,positive
9139,lunch home rest...not well today,negative,9,46,4.75,2,0,0,0,0,neutral
9140,headed waterfront quick drink office peeps...corsen building course booked suggestions?,neutral,19,117,5.5,7,0,0,0,1,positive
9141,promised would spread cards around india...and gave someone deck & never gave,positive,23,116,4.2727272727272725,9,0,0,1,2,neutral
9142,"note self: don`t wear steel toes court house, sayin",neutral,14,70,4.071428571428571,4,0,0,0,1,neutral
9143,_gaba evrytime listen name tat plce reminded mojojojo dexter`s lab,neutral,18,91,4.111111111111111,8,0,0,0,1,neutral
9144,upset.. friday night crying!,negative,4,28,6.25,0,0,0,0,0,negative
9145,baby... miss,negative,6,24,3.8,3,0,0,0,0,neutral
9146,"needless say, didn`t stay find cache#90.",negative,9,48,4.444444444444445,2,0,0,1,0,negative
9147,may unintentionally snubbed someone due ineptness/shyness. feel badly,negative,11,80,6.363636363636363,3,0,0,0,0,negative
9148,without assistant next week,neutral,10,48,3.9,6,0,0,0,1,neutral
9149,sweet dreams!,positive,2,13,6.0,0,0,0,0,2,positive
9150,@_chellebelle_ hey! aww cnt view uk they`re blocked it??x,negative,16,78,4.2,6,0,0,1,0,positive
9151,": oh. voting over! don`t worry, already voted 100000000000000000000000000000000000 times earlier!!!",positive,19,127,6.055555555555555,4,0,1,1,2,neutral
9152,even spf 55. besides don`t need ****. putting chemicals face. spf 30 full block.,neutral,26,123,3.769230769230769,11,0,1,0,1,positive
9153,"never order chips due unhealthy are, getting burrito chipotle qdoba doesn`t feel right without em",negative,25,134,4.4,9,0,0,1,0,negative
9154,"hadn`t seen clip before, though; pretty cool!",positive,15,67,4.076923076923077,3,0,0,2,2,positive
9155,hmz... second popular page governmental site 404 page... fail,negative,14,81,4.857142857142857,5,0,1,0,0,positive
9156,oooh lush. cant sunbathe burn way easily even sun cream im great thanks lovely sunny no?,positive,24,107,4.0,4,0,0,0,2,positive
9157,yess you?,neutral,4,11,4.0,0,0,0,0,1,neutral
9158,idea wtf im,negative,7,27,3.0,4,0,0,0,0,negative
9159,one bringing snacks,neutral,5,25,4.2,1,0,0,0,1,neutral
9160,wouldn`t miss world! iccvb meetings mon-wed.... fun beginning,positive,20,93,4.625,7,0,0,1,2,positive
9161,brought buffalo 320gb 3800...it fastest transfer rate usb hdd...i benchmarked 34mb/s comp!!!,positive,24,127,4.521739130434782,10,0,0,1,2,neutral
9162,great !!! book looks fantastic ? want,positive,11,48,3.8,1,0,0,1,2,positive
9163,"() ugh, love tila. haters need shut",neutral,10,43,3.4,3,0,0,1,1,positive
9164,`s mum asked us thank introducing us kenny`s we`re mother`s dinner,positive,20,99,4.2105263157894735,6,0,0,0,2,neutral
9165,im sleeping !!,negative,6,23,3.6,2,0,0,0,0,neutral
9166,guess much hope nice relaxing mothers day!... happy mothers mommies,neutral,20,102,4.15,9,0,0,0,1,positive
9167,great reason!! : 'i`ll : 'trying find excuse la 5/22 show ... ? ,positive,23,114,4.181818181818182,7,0,0,1,2,positive
9168, eeeeeeeeeee!!!!! came!!!!,positive,5,55,10.2,0,0,0,3,2,neutral
9169,"hanging sam, billy, veronica. school tomorrow take sam body shops. dang car accidents",negative,21,117,4.619047619047619,7,0,0,0,0,neutral
9170,monitor won`t turn on. work mother.,negative,14,65,3.7142857142857144,7,0,0,0,0,neutral
9171,added 3 spots memphis today visited 2. needed hot dog icon new restaurant settle hamburger,neutral,28,128,3.8846153846153846,11,0,1,0,1,positive
9172,2 house,neutral,8,28,3.0,1,0,1,0,1,neutral
9173,nerd. reading first many books summer,negative,12,59,4.0,4,0,0,0,0,positive
9174,argh!! watching batman,neutral,3,22,6.666666666666667,0,0,0,1,1,neutral
9175,"good-making list things today.i week days,i dont want chores things then!",neutral,27,127,3.8846153846153846,14,0,0,0,1,neutral
9176,aim working due network problems,negative,9,45,4.111111111111111,3,0,0,0,0,negative
9177,hey nia! used pd hot 102.9 dayton. met cincinnati wiz christmas party. hope well!,neutral,28,123,3.5555555555555554,11,0,0,3,1,positive
9178,know better nothing,positive,10,37,4.0,4,0,0,0,2,positive
9179,early,neutral,6,22,2.8333333333333335,5,0,0,0,1,positive
9180,im fine also..up way early..lol...soo r ur dogs? kut3 ..i def want pit! lol,neutral,19,93,3.9473684210526314,5,0,0,0,1,positive
9181,learning play guitar one best things done boredom,positive,16,76,3.8125,7,0,0,1,2,positive
9182,"need move ny, sanfran, seattle worth-a-**** internet speeds",neutral,15,78,4.571428571428571,4,0,0,2,1,neutral
9183,hate feeling,negative,6,25,4.0,2,0,0,0,0,negative
9184,"watching click, talkin twitter celebritytweet im gonna ready work",neutral,17,98,5.125,6,0,0,0,1,positive
9185,finishing homework. booo,neutral,4,25,7.333333333333333,0,0,0,1,1,neutral
9186,wish @ wembley,positive,5,20,3.2,1,0,0,1,2,neutral
9187,sounds you`ve nice weekend lady!,positive,9,44,4.5,2,0,0,0,2,positive
9188,wee. done advance audit paper,neutral,6,34,4.833333333333333,1,0,0,0,1,neutral
9189,hello pal..nice 2 c u today...have gr8 week,positive,10,46,4.111111111111111,1,0,1,0,2,neutral
9190,home counting days till friday,neutral,9,47,4.333333333333333,3,0,0,0,1,neutral
9191,watching matilda bowl noodles,neutral,7,39,4.714285714285714,3,0,0,0,1,neutral
9192,doin homework ugh,negative,3,17,5.0,0,0,0,0,0,neutral
9193,thanks madam.. you`re lucky coz wonderful dog.. sooo cute...,positive,14,75,4.769230769230769,4,0,0,0,2,positive
9194,"hehe...until comes back, fb friends twitter respite huh? jk!",neutral,14,75,4.769230769230769,3,0,0,2,1,neutral
9195,learn learn!... learn together!,positive,7,39,5.5,2,0,0,0,2,neutral
9196,listening album youtube. awesome. can`t buy,positive,14,66,4.076923076923077,3,0,0,1,2,positive
9197,"part, enough space one drive properly defrag, nowhere else put stuff, yeah, reassembled",neutral,22,118,4.619047619047619,8,0,0,0,1,neutral
9198,"-i don`t ticket, boyfriend isn`t them, might rain, budget...boo! <3 tho",positive,25,112,4.0,9,0,0,2,2,positive
9199,trying figure tonight. see game? social events w. friends? stay home play s**t drums,neutral,26,127,3.923076923076923,11,0,0,0,1,negative
9200,aww heard missed two & !,negative,12,39,2.8,2,0,0,2,0,positive
9201,head feels sooooooooooo much better,positive,6,38,5.5,1,0,0,0,2,positive
9202,pretty day. let`s see night goes. ;-) oh work tomorrow picnic,positive,24,108,3.5416666666666665,9,0,0,1,2,positive
9203,happy star wars may fourth,positive,12,49,3.4545454545454546,4,0,0,0,2,positive
9204,"mothers classic went really well, despite cold 5.30am start",positive,12,71,5.0,1,0,0,0,2,negative
9205,watching original sabrina teenage witch movie. different series rad,positive,16,94,4.9375,7,0,0,0,2,positive
9206,needs wash cats. uncool.,negative,6,31,4.333333333333333,2,0,0,0,0,neutral
9207,"oh hell, forgot non-alcoholic cider monday`s dinner. mpp teetotaler. must drive waupoos. 7 cases wine car.",negative,25,137,4.52,6,0,1,2,0,neutral
9208,mum would happy receive 2 handbags card us today. heheee.,positive,16,77,3.875,6,0,1,0,2,positive
9209,"know love jordie...but best version cg, admit it....lol...",neutral,18,92,4.411764705882353,7,0,0,2,1,positive
9210, patrick come say hi!,negative,10,64,6.111111111111111,3,0,0,0,0,neutral
9211,"bumper sticker: 'if don`t want stand troops, feel free stand front them' thank military",positive,27,132,3.925925925925926,13,0,0,0,2,positive
9212,come out!!,neutral,5,22,4.5,2,0,0,0,1,neutral
9213,fun fun night miss you. night tweets,neutral,8,37,4.285714285714286,0,0,0,0,1,positive
9214,it? what`s #ff? worst,negative,11,47,3.7,3,1,0,1,0,negative
9215,followers :` ( ... sad... losing hope -pressure,negative,20,86,3.9411764705882355,5,0,0,5,0,negative
9216,"goodness! another hit, another run!!!",positive,6,40,5.833333333333333,0,0,0,0,2,neutral
9217,"someone please tighten bolts brain :s many parts loose, might even missing",negative,22,109,4.4,8,0,0,0,0,negative
9218,didn`t burn eggs. blast food great weekend. awesome carne asada too.,positive,27,118,3.68,11,0,0,1,2,positive
9219,looked time #bgt 20mins. may hibernate hour so.,neutral,20,88,3.45,10,1,0,3,1,neutral
9220,ok sister camping mad work tomorrow fun,neutral,23,89,3.7222222222222223,9,0,0,0,1,positive
9221,1:47 here... hmm wat do? sleep shure!,neutral,11,52,3.8181818181818183,3,0,0,0,1,neutral
9222,i`ve sore throat since monday morning ...i`m sick hurtin want freakin sleep!,negative,20,104,4.25,7,0,0,1,0,negative
9223,allergies suck ducks nuts. <=====8=====>,negative,9,44,7.2,0,0,0,0,0,neutral
9224,following don`t think seen online lol,neutral,16,68,3.7857142857142856,5,0,0,2,1,positive
9225,"yaayy, cannot wait today girls! gotta dressed early, early!",positive,16,92,5.133333333333334,4,0,0,0,2,positive
9226,medhurst play again?,neutral,5,30,5.2,1,0,0,0,1,neutral
9227,feel m&m mcflurry mmm... won`t one coz need look states!!! 7 weeks 2 aaaaahhhh!!!,neutral,31,136,3.533333333333333,6,0,2,5,1,neutral
9228,ugh work think dang taxi ppl can`t say no!!!! well fault,negative,26,105,3.2,12,0,0,0,0,neutral
9229,anybody up? .... sooo bored!,negative,7,35,4.142857142857143,0,0,0,1,0,negative
9230,"well, effed iphone. nice knowing",positive,11,50,4.0,3,0,0,1,2,positive
9231,watched wolverine yesterday ... spur moment kinda thing. awesome! proud south african director,positive,21,122,4.857142857142857,7,0,0,0,2,positive
9232,don`t fishfingers. don`t fish seafood really. enjoy,neutral,15,76,4.428571428571429,2,0,0,2,1,positive
9233,lunch japanese sushi restaurant & ordered japanese usually sushi places. cambodian waitress didn`t clue,neutral,25,135,4.44,8,0,0,2,1,negative
9234,getting cds ready tour,neutral,5,26,4.4,1,0,0,0,1,positive
9235,left comment blog post,neutral,8,33,3.7142857142857144,3,0,0,0,1,neutral
9236,wishing could town weekend,positive,9,43,3.888888888888889,4,0,0,0,2,neutral
9237,course happens carwash.,neutral,13,53,3.4166666666666665,6,0,0,1,1,neutral
9238,_precious06 sooo mad,neutral,3,20,6.0,0,0,0,0,1,negative
9239,"well, #evernote giving away wireless sd cards 4 fllwng thm twitter & tweeting abt #evernote_eyefi us/can ",neutral,22,138,5.571428571428571,3,2,1,2,1,neutral
9240,expected warm usual stuck wearing sun dress cold,negative,21,86,3.3,9,0,0,1,0,negative
9241,"really good, definitely 12`s. many people getting burned alive",positive,15,81,4.785714285714286,3,0,0,0,2,positive
9242,cantttt. grandparents here.,negative,8,38,5.166666666666667,3,0,0,0,0,neutral
9243,hot sat office! wanna sun shineeeee.,negative,18,74,3.3529411764705883,9,0,0,1,0,positive
9244,need look apartments tomorrow,neutral,7,37,4.428571428571429,2,0,0,1,1,neutral
9245,_y_tony pad thai 3 times last night ragoons lol yumb,neutral,13,59,3.9166666666666665,1,0,1,2,1,positive
9246,aww thanks jon that`s thoughtful...u know make ladies feel special,positive,15,83,4.928571428571429,4,0,0,0,2,positive
9247,youtube made fail right now. maybe hates.,negative,15,71,3.8,6,0,0,0,0,negative
9248,huh ? what`s wrong unix environment dev`s ?,negative,10,49,4.444444444444445,1,0,0,1,0,negative
